datetime,count
2011-01-20 00:00:00,91.58639697448713
2011-01-20 01:00:00,24.315750098353764
2011-01-20 02:00:00,24.315750098353764
2011-01-20 03:00:00,27.760517653459285
2011-01-20 04:00:00,27.760517653459285
2011-01-20 05:00:00,41.09483959994934
2011-01-20 06:00:00,71.92528338376172
2011-01-20 07:00:00,57.26513015535095
2011-01-20 08:00:00,60.76785035249172
2011-01-20 09:00:00,58.64016186466215
2011-01-20 10:00:00,72.61375453210998
2011-01-20 11:00:00,99.97494279052864
2011-01-20 12:00:00,88.85476994724364
2011-01-20 13:00:00,99.38544914762788
2011-01-20 14:00:00,132.79947308507388
2011-01-20 15:00:00,125.7373449604507
2011-01-20 16:00:00,111.01660481424146
2011-01-20 17:00:00,73.2270701918243
2011-01-20 18:00:00,50.533448206329695
2011-01-20 19:00:00,73.29902533801823
2011-01-20 20:00:00,105.81379822405553
2011-01-20 21:00:00,78.54875541366366
2011-01-20 22:00:00,54.3025984576122
2011-01-20 23:00:00,30.88584066175415
2011-01-21 00:00:00,64.23540348122047
2011-01-21 01:00:00,64.23540348122047
2011-01-21 02:00:00,58.55866593592694
2011-01-21 03:00:00,10.476867540590192
2011-01-21 04:00:00,42.6467182119951
2011-01-21 05:00:00,64.90816059859844
2011-01-21 06:00:00,56.56274888742711
2011-01-21 07:00:00,32.41152221900488
2011-01-21 08:00:00,70.01226453721188
2011-01-21 09:00:00,49.650375273397586
2011-01-21 10:00:00,44.409656066940194
2011-01-21 11:00:00,32.05812957815888
2011-01-21 12:00:00,16.039954043821595
2011-01-21 13:00:00,17.504417544682962
2011-01-21 14:00:00,15.356544200626642
2011-01-21 15:00:00,44.68053164780446
2011-01-21 16:00:00,55.77040268817494
2011-01-21 17:00:00,50.838442499947966
2011-01-21 18:00:00,43.949987190862224
2011-01-21 19:00:00,33.94746965110628
2011-01-21 20:00:00,16.35744791455506
2011-01-21 21:00:00,7.647172054854202
2011-01-21 22:00:00,4.36283104424168
2011-01-21 23:00:00,6.445799298261869
2011-01-22 00:00:00,11.634312042200937
2011-01-22 01:00:00,4.695840578082036
2011-01-22 02:00:00,4.9148535491789955
2011-01-22 03:00:00,4.416098361611338
2011-01-22 04:00:00,10.644719572187347
2011-01-22 06:00:00,13.66683206146826
2011-01-22 07:00:00,10.69448969879011
2011-01-22 08:00:00,11.593648686765759
2011-01-22 09:00:00,4.633546014347878
2011-01-22 10:00:00,22.149836946987428
2011-01-22 11:00:00,13.99431055333556
2011-01-22 12:00:00,22.519288145419253
2011-01-22 13:00:00,31.425636791082347
2011-01-22 14:00:00,37.744855636624976
2011-01-22 15:00:00,65.18383351681062
2011-01-22 16:00:00,67.72969018153832
2011-01-22 17:00:00,70.39982602067737
2011-01-22 18:00:00,13.655041503262265
2011-01-22 19:00:00,21.066739773203974
2011-01-22 20:00:00,9.389723803725412
2011-01-22 21:00:00,28.42562873607567
2011-01-22 22:00:00,18.059653356638567
2011-01-22 23:00:00,17.900001502565555
2011-01-23 00:00:00,17.900001502565555
2011-01-23 01:00:00,17.900001502565555
2011-01-23 02:00:00,20.212142629078404
2011-01-23 03:00:00,20.212142629078404
2011-01-23 05:00:00,16.122263679184574
2011-01-23 06:00:00,16.122263679184574
2011-01-23 07:00:00,23.64821035477197
2011-01-23 08:00:00,12.756585444895556
2011-01-23 09:00:00,17.72481401638313
2011-01-23 10:00:00,21.526482030752085
2011-01-23 11:00:00,27.0771014171717
2011-01-23 12:00:00,78.5322856107983
2011-01-23 13:00:00,35.880606148446425
2011-01-23 14:00:00,59.23363631577967
2011-01-23 15:00:00,59.23363631577967
2011-01-23 16:00:00,59.794493778839396
2011-01-23 17:00:00,63.171415031370096
2011-01-23 18:00:00,42.030839979774186
2011-01-23 19:00:00,39.29958090689519
2011-01-23 20:00:00,22.688882101425264
2011-01-23 21:00:00,26.36872683342053
2011-01-23 22:00:00,15.807602993401764
2011-01-23 23:00:00,10.618260800899375
2011-01-24 00:00:00,11.473483494387832
2011-01-24 01:00:00,42.14642567815265
2011-01-24 03:00:00,15.423562656314827
2011-01-24 04:00:00,56.72568586630763
2011-01-24 05:00:00,56.72568586630763
2011-01-24 06:00:00,36.27439714226332
2011-01-24 07:00:00,46.37479703872276
2011-01-24 08:00:00,37.92965366741565
2011-01-24 09:00:00,41.88625572133171
2011-01-24 10:00:00,69.73125968663072
2011-01-24 11:00:00,17.77589358936709
2011-01-24 12:00:00,53.11777606459062
2011-01-24 13:00:00,29.98005872085571
2011-01-24 14:00:00,19.6636881597042
2011-01-24 15:00:00,90.32544878192245
2011-01-24 16:00:00,54.559305005070144
2011-01-24 17:00:00,12.643059825756902
2011-01-24 18:00:00,27.539391363712333
2011-01-24 19:00:00,16.261565550666493
2011-01-24 20:00:00,27.539391363712333
2011-01-24 21:00:00,9.077102124652987
2011-01-24 22:00:00,6.990275078703179
2011-01-24 23:00:00,15.968625745669916
2011-01-25 00:00:00,18.73854556072534
2011-01-25 01:00:00,8.928396595341475
2011-01-25 02:00:00,52.419872747180776
